tensor_id,layer_name,shape,mean,std,minimum,maximum,dynamic_range,l1_norm,l2_norm,zero_ratio,non_zero_ratio,histogram
51,model.layers.5.mlp.up_proj.weight,"(5767168, 1)",122.61880493164062,60.214149475097656,0.0,255.0,255.0,707105984.0,328186.34375,0.0003266767889726907,0.9996733069419861,"[13252.0, 25163.0, 18577.0, 24247.0, 13088.0, 11299.0, 16923.0, 51910.0, 42443.0, 57973.0, 47805.0, 22295.0, 25930.0, 42912.0, 84544.0, 54936.0, 71045.0, 35380.0, 25800.0, 40437.0, 95832.0, 104772.0, 61232.0, 69097.0, 21409.0, 54526.0, 69717.0, 127508.0, 75262.0, 91668.0, 45591.0, 30194.0, 106372.0, 94918.0, 132005.0, 72287.0, 69507.0, 18246.0, 89855.0, 93360.0, 150358.0, 120769.0, 55134.0, 36397.0, 50162.0, 125672.0, 100258.0, 125686.0, 63689.0, 49520.0, 54770.0, 72126.0, 135510.0, 80084.0, 93701.0, 37801.0, 34603.0, 57120.0, 122069.0, 80803.0, 101261.0, 62441.0, 15069.0, 70987.0, 72347.0, 114153.0, 65278.0, 71977.0, 21702.0, 45142.0, 90727.0, 69601.0, 89191.0, 46829.0, 37976.0, 20521.0, 68646.0, 58883.0, 80725.0, 45795.0, 46874.0, 23589.0, 34804.0, 69480.0, 44521.0, 58135.0, 29279.0, 19814.0, 22134.0, 47599.0, 50863.0, 29472.0, 35513.0, 12185.0, 12407.0, 14950.0, 25523.0, 15522.0, 19358.0, 10346.0]"
52,model.layers.5.mlp.down_proj.weight,"(5767168, 1)",122.6626968383789,60.34992980957031,0.0,255.0,255.0,707353536.0,328427.5625,0.0003185272216796875,0.9996814727783203,"[13439.0, 25155.0, 18409.0, 24061.0, 13113.0, 11266.0, 16679.0, 52057.0, 42292.0, 58371.0, 48422.0, 22418.0, 26231.0, 42765.0, 85276.0, 55371.0, 72157.0, 35384.0, 25901.0, 41133.0, 96247.0, 106559.0, 61462.0, 68731.0, 21700.0, 54391.0, 70477.0, 127794.0, 75677.0, 91562.0, 45498.0, 30225.0, 106254.0, 94596.0, 130338.0, 71668.0, 69689.0, 18264.0, 89799.0, 93083.0, 148202.0, 119814.0, 55642.0, 36060.0, 49572.0, 124513.0, 98864.0, 124547.0, 63266.0, 48835.0, 53698.0, 71918.0, 133055.0, 79643.0, 93967.0, 37798.0, 34584.0, 57358.0, 122060.0, 80227.0, 100371.0, 62231.0, 15001.0, 71321.0, 72199.0, 114358.0, 65029.0, 72013.0, 21545.0, 45024.0, 91692.0, 70403.0, 90243.0, 47342.0, 38312.0, 20871.0, 69568.0, 59050.0, 81751.0, 45874.0, 46709.0, 23857.0, 35748.0, 69346.0, 44961.0, 58429.0, 28967.0, 19498.0, 22415.0, 48360.0, 50998.0, 29752.0, 35825.0, 12245.0, 12465.0, 14753.0, 25879.0, 15254.0, 19476.0, 10496.0]"
53,model.layers.5.input_layernorm.weight,"(2048,)",0.279992938041687,0.04875332489609718,6.961822509765625e-05,0.75390625,0.7538366317749023,573.425537109375,12.861590385437012,0.0,1.0,"[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 7.0, 28.0, 98.0, 128.0, 274.0, 286.0, 239.0, 232.0, 195.0, 140.0, 102.0, 67.0, 44.0, 31.0, 21.0, 17.0, 15.0, 14.0, 11.0, 14.0, 9.0, 4.0, 2.0, 5.0, 4.0, 3.0, 3.0, 4.0, 2.0, 2.0, 7.0, 2.0, 3.0, 0.0, 0.0, 2.0, 0.0, 4.0, 1.0, 1.0, 1.0, 4.0, 0.0, 3.0, 1.0, 0.0, 2.0, 1.0, 3.0, 1.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
54,model.layers.5.post_attention_layernorm.weight,"(2048,)",0.21595680713653564,0.022503415122628212,-5.53131103515625e-05,0.2421875,0.24224281311035156,442.2796630859375,9.825963020324707,0.0,1.0,"[3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 3.0, 8.0, 3.0, 3.0, 3.0, 3.0, 0.0, 3.0, 1.0, 9.0, 4.0, 4.0, 4.0, 9.0, 4.0, 9.0, 6.0, 3.0, 6.0, 5.0, 9.0, 8.0, 12.0, 10.0, 11.0, 12.0, 21.0, 11.0, 38.0, 28.0, 70.0, 60.0, 190.0, 215.0, 417.0, 303.0, 340.0, 120.0, 42.0, 3.0, 2.0, 1.0, 1.0]"
55,model.layers.6.self_attn.q_proj.weight,"(2097152, 1)",122.5870361328125,59.390811920166016,0.0,255.0,255.0,257079456.0,197309.125,0.00028324127197265625,0.9997167587280273,"[4563.0, 8820.0, 6970.0, 9013.0, 4624.0, 3784.0, 5609.0, 17445.0, 14672.0, 20317.0, 16186.0, 7544.0, 8747.0, 14710.0, 30421.0, 19832.0, 24918.0, 11901.0, 8730.0, 13733.0, 34251.0, 39043.0, 21989.0, 23926.0, 7286.0, 18684.0, 24975.0, 47730.0, 28461.0, 32650.0, 15582.0, 10301.0, 38226.0, 36290.0, 51089.0, 26768.0, 24345.0, 6425.0, 31860.0, 35700.0, 60037.0, 45302.0, 19506.0, 12560.0, 17379.0, 47603.0, 40155.0, 49111.0, 22932.0, 17220.0, 18914.0, 26387.0, 53827.0, 30966.0, 35004.0, 12950.0, 12067.0, 20245.0, 46478.0, 32025.0, 37811.0, 22068.0, 5239.0, 24878.0, 26912.0, 44231.0, 24133.0, 25241.0, 7426.0, 15375.0, 32717.0, 26186.0, 32731.0, 16426.0, 12809.0, 6995.0, 23814.0, 21326.0, 29327.0, 16133.0, 15776.0, 7820.0, 12157.0, 24131.0, 16003.0, 20168.0, 9809.0, 6576.0, 7506.0, 16564.0, 17957.0, 10425.0, 12176.0, 4051.0, 4404.0, 5343.0, 9601.0, 5775.0, 6915.0, 3429.0]"
56,model.layers.6.self_attn.k_proj.weight,"(262144, 1)",122.68843078613281,58.86033630371094,0.0,255.0,255.0,32162036.0,69673.7421875,0.000278472900390625,0.9997215270996094,"[572.0, 1069.0, 789.0, 1081.0, 557.0, 467.0, 656.0, 2162.0, 1829.0, 2445.0, 2005.0, 927.0, 1016.0, 1782.0, 3666.0, 2320.0, 3039.0, 1444.0, 1039.0, 1723.0, 4238.0, 4801.0, 2683.0, 3074.0, 868.0, 2188.0, 3181.0, 5928.0, 3532.0, 4109.0, 1919.0, 1289.0, 4712.0, 4792.0, 6486.0, 3397.0, 3024.0, 802.0, 4034.0, 4455.0, 7810.0, 5698.0, 2484.0, 1508.0, 2117.0, 6028.0, 5101.0, 6496.0, 2989.0, 2169.0, 2337.0, 3339.0, 6967.0, 3989.0, 4491.0, 1665.0, 1559.0, 2549.0, 5991.0, 4071.0, 4778.0, 2687.0, 632.0, 3077.0, 3349.0, 5565.0, 3005.0, 3293.0, 897.0, 1827.0, 4180.0, 3223.0, 3981.0, 2038.0, 1636.0, 858.0, 2936.0, 2590.0, 3751.0, 2002.0, 1930.0, 946.0, 1431.0, 3008.0, 1933.0, 2483.0, 1203.0, 804.0, 873.0, 1945.0, 2139.0, 1268.0, 1489.0, 497.0, 503.0, 706.0, 1218.0, 713.0, 846.0, 446.0]"
57,model.layers.6.self_attn.v_proj.weight,"(262144, 1)",122.38401794433594,59.4233283996582,0.0,255.0,255.0,32082238.0,69658.9375,0.000286102294921875,0.9997138977050781,"[571.0, 1085.0, 862.0, 1105.0, 601.0, 525.0, 697.0, 2208.0, 1989.0, 2759.0, 2061.0, 950.0, 1131.0, 1769.0, 3806.0, 2581.0, 3114.0, 1465.0, 1109.0, 1697.0, 4235.0, 4963.0, 2695.0, 2943.0, 884.0, 2327.0, 2939.0, 6040.0, 3360.0, 4073.0, 1935.0, 1263.0, 4703.0, 4385.0, 6314.0, 3237.0, 2938.0, 845.0, 4178.0, 4246.0, 7404.0, 5573.0, 2483.0, 1683.0, 2375.0, 6119.0, 5366.0, 6404.0, 3122.0, 2296.0, 2440.0, 3311.0, 6636.0, 3952.0, 4439.0, 1642.0, 1527.0, 2474.0, 5555.0, 4003.0, 4566.0, 2791.0, 648.0, 3061.0, 3231.0, 5393.0, 2894.0, 3013.0, 945.0, 1911.0, 3937.0, 3375.0, 3959.0, 2037.0, 1606.0, 867.0, 2991.0, 2620.0, 3893.0, 1942.0, 1927.0, 991.0, 1494.0, 3092.0, 2047.0, 2482.0, 1235.0, 880.0, 920.0, 2059.0, 2356.0, 1281.0, 1422.0, 505.0, 526.0, 645.0, 1257.0, 730.0, 841.0, 382.0]"
58,model.layers.6.self_attn.o_proj.weight,"(2097152, 1)",122.64669799804688,60.317413330078125,0.0,255.0,255.0,257203728.0,197976.359375,0.00030422210693359375,0.9996957778930664,"[4696.0, 9089.0, 6637.0, 8737.0, 4813.0, 4199.0, 6027.0, 18599.0, 15656.0, 21295.0, 17729.0, 7982.0, 9487.0, 15554.0, 31170.0, 19753.0, 26004.0, 12857.0, 9434.0, 14992.0, 34951.0, 38993.0, 22378.0, 25130.0, 7852.0, 19737.0, 25706.0, 46599.0, 27654.0, 33721.0, 16601.0, 11105.0, 38524.0, 34436.0, 47130.0, 26313.0, 25481.0, 6568.0, 32628.0, 34199.0, 53853.0, 43686.0, 20128.0, 13092.0, 17879.0, 44971.0, 35544.0, 45302.0, 23086.0, 17815.0, 19600.0, 26326.0, 48385.0, 28667.0, 34112.0, 13799.0, 12409.0, 20827.0, 44615.0, 29329.0, 36687.0, 22710.0, 5466.0, 26030.0, 26179.0, 41731.0, 23545.0, 26233.0, 7722.0, 16546.0, 33556.0, 25710.0, 32737.0, 17136.0, 13663.0, 7446.0, 25057.0, 21514.0, 29669.0, 16891.0, 16977.0, 8663.0, 12892.0, 25137.0, 16477.0, 21162.0, 10643.0, 7049.0, 8170.0, 17507.0, 18592.0, 10711.0, 13122.0, 4376.0, 4524.0, 5306.0, 9472.0, 5442.0, 7120.0, 3741.0]"
59,model.layers.6.mlp.gate_proj.weight,"(5767168, 1)",122.7409896850586,60.36565017700195,0.0,255.0,255.0,707813632.0,328609.46875,0.00031193820177577436,0.9996880888938904,"[13384.0, 24853.0, 18588.0, 23715.0, 13276.0, 11409.0, 17043.0, 51648.0, 42460.0, 57776.0, 48192.0, 22458.0, 26255.0, 42784.0, 85104.0, 55196.0, 70984.0, 35216.0, 25908.0, 40957.0, 96517.0, 105375.0, 61224.0, 69783.0, 21538.0, 54503.0, 70367.0, 127894.0, 75422.0, 91895.0, 46094.0, 30161.0, 106291.0, 95316.0, 130363.0, 72040.0, 69712.0, 17760.0, 89398.0, 93056.0, 148690.0, 120169.0, 55756.0, 35953.0, 49684.0, 124524.0, 99307.0, 124373.0, 63582.0, 48925.0, 53727.0, 71375.0, 133232.0, 78612.0, 93493.0, 37684.0, 34326.0, 57121.0, 121856.0, 80317.0, 100593.0, 62053.0, 15177.0, 70911.0, 72593.0, 113638.0, 65245.0, 72453.0, 21871.0, 45411.0, 91271.0, 70068.0, 89344.0, 47544.0, 38501.0, 20665.0, 69501.0, 59570.0, 81296.0, 46194.0, 47736.0, 23534.0, 35449.0, 69741.0, 45134.0, 59075.0, 29271.0, 19662.0, 22649.0, 47802.0, 51314.0, 29982.0, 36140.0, 12633.0, 12514.0, 14830.0, 25876.0, 15278.0, 19428.0, 10600.0]"
60,model.layers.6.mlp.up_proj.weight,"(5767168, 1)",122.5859375,60.10871505737305,0.0,255.0,255.0,706919168.0,328004.03125,0.000316619873046875,0.9996833801269531,"[13331.0, 24818.0, 18823.0, 24057.0, 12701.0, 10993.0, 16538.0, 51306.0, 42851.0, 57987.0, 47521.0, 22017.0, 25596.0, 42000.0, 84963.0, 55115.0, 70581.0, 34831.0, 25640.0, 40434.0, 95645.0, 106584.0, 60861.0, 68157.0, 21112.0, 54724.0, 69262.0, 127835.0, 75984.0, 91376.0, 45333.0, 29888.0, 106552.0, 95624.0, 132832.0, 72253.0, 70106.0, 17767.0, 90300.0, 94137.0, 151271.0, 120940.0, 55448.0, 36137.0, 50018.0, 126455.0, 100974.0, 126785.0, 63897.0, 49635.0, 54696.0, 72453.0, 135835.0, 80455.0, 94628.0, 37489.0, 34729.0, 57600.0, 122705.0, 80618.0, 101349.0, 61583.0, 15122.0, 70830.0, 72235.0, 114840.0, 65040.0, 71454.0, 21676.0, 44502.0, 90984.0, 69356.0, 89213.0, 46963.0, 37789.0, 20658.0, 68005.0, 58960.0, 81192.0, 45488.0, 46389.0, 23179.0, 34797.0, 69072.0, 45181.0, 57881.0, 28450.0, 19487.0, 21793.0, 47184.0, 50735.0, 29682.0, 35528.0, 12148.0, 12070.0, 14648.0, 25702.0, 15242.0, 19336.0, 10222.0]"
61,model.layers.6.mlp.down_proj.weight,"(5767168, 1)",122.59117889404297,60.02422332763672,0.0,255.0,255.0,706951744.0,327928.09375,0.0003230354923289269,0.9996769428253174,"[13104.0, 24783.0, 18409.0, 23868.0, 13102.0, 10937.0, 16741.0, 50953.0, 42472.0, 57348.0, 47433.0, 21669.0, 25430.0, 42414.0, 84765.0, 54268.0, 70606.0, 34447.0, 25492.0, 40103.0, 96310.0, 106970.0, 61407.0, 68348.0, 21203.0, 54012.0, 69788.0, 128257.0, 75811.0, 91847.0, 44750.0, 29463.0, 105451.0, 96560.0, 133568.0, 72222.0, 69047.0, 17897.0, 88987.0, 94667.0, 153949.0, 121102.0, 54695.0, 35769.0, 48644.0, 126866.0, 103074.0, 127603.0, 63845.0, 48683.0, 53519.0, 71549.0, 138084.0, 81321.0, 94327.0, 37180.0, 34111.0, 57086.0, 123923.0, 81898.0, 101402.0, 61646.0, 15089.0, 71129.0, 72682.0, 115450.0, 65425.0, 71337.0, 21246.0, 44589.0, 91603.0, 69752.0, 90193.0, 47093.0, 37437.0, 20118.0, 68564.0, 59191.0, 80995.0, 45651.0, 45704.0, 23091.0, 34674.0, 69448.0, 44527.0, 57391.0, 28343.0, 18954.0, 21653.0, 47089.0, 49911.0, 29514.0, 35351.0, 11854.0, 11905.0, 14524.0, 25890.0, 15236.0, 19073.0, 10307.0]"
62,model.layers.6.input_layernorm.weight,"(2048,)",0.26804912090301514,0.07920531928539276,-0.0002689361572265625,0.73828125,0.7385501861572266,548.965087890625,12.64875316619873,0.0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 4.0, 25.0, 64.0, 124.0, 158.0, 229.0, 184.0, 213.0, 177.0, 135.0, 77.0, 110.0, 74.0, 54.0, 37.0, 34.0, 38.0, 21.0, 29.0, 24.0, 9.0, 14.0, 17.0, 6.0, 17.0, 13.0, 7.0, 12.0, 6.0, 4.0, 2.0, 10.0, 9.0, 3.0, 8.0, 2.0, 3.0, 6.0, 1.0, 3.0, 10.0, 1.0, 5.0, 5.0, 2.0, 1.0, 3.0, 1.0, 0.0, 5.0, 2.0, 3.0, 1.0, 3.0, 2.0, 3.0, 0.0, 5.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
63,model.layers.6.post_attention_layernorm.weight,"(2048,)",0.22512084245681763,0.02189040184020996,-4.172325134277344e-05,0.248046875,0.24808859825134277,461.04754638671875,10.235815048217773,0.0,1.0,"[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0, 7.0, 3.0, 2.0, 1.0, 3.0, 2.0, 0.0, 3.0, 2.0, 3.0, 2.0, 5.0, 2.0, 4.0, 4.0, 7.0, 5.0, 10.0, 7.0, 4.0, 9.0, 5.0, 9.0, 1.0, 12.0, 6.0, 18.0, 9.0, 18.0, 16.0, 26.0, 19.0, 38.0, 57.0, 71.0, 148.0, 123.0, 305.0, 257.0, 401.0, 187.0, 155.0, 35.0, 12.0, 3.0]"
64,model.layers.7.self_attn.q_proj.weight,"(2097152, 1)",122.52752685546875,59.83575439453125,0.0,255.0,255.0,256953632.0,197514.53125,0.0002884864807128906,0.9997115135192871,"[4661.0, 9142.0, 6991.0, 8847.0, 4797.0, 4041.0, 5681.0, 18196.0, 14999.0, 21020.0, 16886.0, 7757.0, 9040.0, 14955.0, 30870.0, 20171.0, 25533.0, 12450.0, 8942.0, 14185.0, 34799.0, 38915.0, 22101.0, 24317.0, 7493.0, 19039.0, 25451.0, 47108.0, 28121.0, 33155.0, 16030.0, 10500.0, 38349.0, 35735.0, 50015.0, 26724.0, 24701.0, 6329.0, 32147.0, 34874.0, 57199.0, 44477.0, 19765.0, 12453.0, 17647.0, 46264.0, 38334.0, 47749.0, 22982.0, 17292.0, 19257.0, 26522.0, 50989.0, 29981.0, 34274.0, 13277.0, 12200.0, 20638.0, 45484.0, 30503.0, 37217.0, 22166.0, 5357.0, 25501.0, 26806.0, 42853.0, 24167.0, 25807.0, 7428.0, 15768.0, 33135.0, 25782.0, 32645.0, 16970.0, 13262.0, 7248.0, 24560.0, 21572.0, 29696.0, 16244.0, 16267.0, 8196.0, 12403.0, 24848.0, 16240.0, 20649.0, 9999.0, 6588.0, 7745.0, 16953.0, 17986.0, 10441.0, 12491.0, 4162.0, 4380.0, 5408.0, 9513.0, 5688.0, 7008.0, 3649.0]"
65,model.layers.7.self_attn.k_proj.weight,"(262144, 1)",122.5396728515625,59.456275939941406,0.0,255.0,255.0,32123036.0,69737.9609375,0.000270843505859375,0.9997291564941406,"[567.0, 1095.0, 809.0, 1182.0, 553.0, 490.0, 715.0, 2259.0, 1789.0, 2572.0, 2068.0, 941.0, 1091.0, 1857.0, 3836.0, 2428.0, 3097.0, 1503.0, 1191.0, 1689.0, 4406.0, 4777.0, 2728.0, 3043.0, 960.0, 2363.0, 3144.0, 5889.0, 3611.0, 4151.0, 2046.0, 1303.0, 4701.0, 4518.0, 6424.0, 3323.0, 3160.0, 803.0, 3966.0, 4427.0, 7330.0, 5590.0, 2466.0, 1537.0, 2211.0, 5867.0, 4784.0, 6117.0, 2909.0, 2202.0, 2312.0, 3282.0, 6528.0, 3828.0, 4282.0, 1732.0, 1515.0, 2531.0, 5842.0, 3904.0, 4757.0, 2751.0, 665.0, 3187.0, 3408.0, 5394.0, 3005.0, 3118.0, 888.0, 2003.0, 4130.0, 3250.0, 4088.0, 2187.0, 1666.0, 881.0, 2961.0, 2695.0, 3751.0, 2020.0, 2032.0, 1009.0, 1617.0, 3109.0, 1988.0, 2556.0, 1167.0, 816.0, 1019.0, 2046.0, 2199.0, 1221.0, 1486.0, 523.0, 545.0, 658.0, 1171.0, 648.0, 876.0, 409.0]"
66,model.layers.7.self_attn.v_proj.weight,"(262144, 1)",122.42041015625,59.390899658203125,0.0,255.0,255.0,32091778.0,69668.140625,0.000278472900390625,0.9997215270996094,"[563.0, 1132.0, 914.0, 1125.0, 602.0, 488.0, 676.0, 2254.0, 1882.0, 2767.0, 2074.0, 938.0, 1032.0, 1794.0, 3750.0, 2582.0, 3001.0, 1454.0, 1055.0, 1812.0, 4112.0, 4976.0, 2743.0, 2860.0, 909.0, 2343.0, 3062.0, 5865.0, 3436.0, 3927.0, 1954.0, 1323.0, 4772.0, 4327.0, 6339.0, 3086.0, 3070.0, 820.0, 3994.0, 4366.0, 7386.0, 5606.0, 2485.0, 1712.0, 2433.0, 6381.0, 5531.0, 6714.0, 3107.0, 2382.0, 2415.0, 3392.0, 6714.0, 3957.0, 4310.0, 1763.0, 1509.0, 2438.0, 5536.0, 3985.0, 4596.0, 2667.0, 683.0, 2955.0, 3014.0, 5214.0, 2883.0, 3022.0, 930.0, 1938.0, 4027.0, 3259.0, 3953.0, 2051.0, 1595.0, 861.0, 2928.0, 2682.0, 3658.0, 1921.0, 1944.0, 978.0, 1529.0, 3063.0, 2136.0, 2463.0, 1238.0, 880.0, 978.0, 2124.0, 2346.0, 1282.0, 1436.0, 508.0, 569.0, 646.0, 1244.0, 732.0, 844.0, 432.0]"
67,model.layers.7.self_attn.o_proj.weight,"(2097152, 1)",122.7188949584961,60.59799575805664,0.0,255.0,255.0,257355648.0,198249.546875,0.00031185150146484375,0.9996881484985352,"[4837.0, 9247.0, 6598.0, 8778.0, 4864.0, 4147.0, 6203.0, 19168.0, 15672.0, 21525.0, 17692.0, 8346.0, 9519.0, 15832.0, 31368.0, 20387.0, 26185.0, 13133.0, 9557.0, 15037.0, 35199.0, 38961.0, 22445.0, 25362.0, 7935.0, 19869.0, 25410.0, 46473.0, 27248.0, 33484.0, 16652.0, 10873.0, 39038.0, 34306.0, 47008.0, 25849.0, 25635.0, 6658.0, 32519.0, 32898.0, 52886.0, 43693.0, 19770.0, 13073.0, 17985.0, 44754.0, 35171.0, 44300.0, 23031.0, 17789.0, 19578.0, 26041.0, 47392.0, 28262.0, 33766.0, 13443.0, 12406.0, 20813.0, 43743.0, 29162.0, 36217.0, 22622.0, 5536.0, 26491.0, 25973.0, 41772.0, 23586.0, 26258.0, 7837.0, 16567.0, 33385.0, 25741.0, 33111.0, 17493.0, 13781.0, 7596.0, 25293.0, 21934.0, 29631.0, 16758.0, 17302.0, 8675.0, 13073.0, 25986.0, 16374.0, 21495.0, 10751.0, 7148.0, 8349.0, 17841.0, 18749.0, 10920.0, 13241.0, 4595.0, 4682.0, 5453.0, 9457.0, 5576.0, 7074.0, 3854.0]"
68,model.layers.7.mlp.gate_proj.weight,"(5767168, 1)",122.7998275756836,60.183746337890625,0.0,255.0,255.0,708160768.0,328545.78125,0.0003259832155890763,0.9996740221977234,"[13301.0, 24655.0, 18531.0, 23842.0, 12835.0, 10998.0, 16560.0, 50907.0, 42133.0, 57747.0, 47351.0, 21844.0, 25531.0, 42364.0, 84630.0, 54495.0, 70297.0, 34757.0, 25736.0, 40273.0, 95821.0, 106030.0, 60835.0, 68885.0, 21121.0, 53650.0, 70268.0, 127895.0, 75633.0, 91480.0, 45828.0, 29721.0, 106171.0, 95212.0, 132560.0, 71555.0, 69281.0, 18046.0, 89404.0, 92796.0, 153681.0, 120988.0, 54885.0, 35717.0, 48906.0, 125341.0, 104706.0, 126398.0, 62940.0, 48791.0, 53299.0, 71667.0, 137066.0, 80654.0, 93675.0, 37107.0, 33938.0, 56534.0, 122835.0, 82145.0, 100806.0, 61530.0, 15061.0, 71367.0, 71954.0, 114936.0, 65866.0, 71496.0, 21477.0, 44251.0, 91144.0, 69662.0, 89999.0, 46886.0, 37975.0, 20350.0, 68684.0, 59127.0, 81490.0, 45857.0, 46592.0, 23277.0, 34853.0, 69822.0, 45145.0, 58183.0, 29302.0, 19844.0, 22145.0, 47696.0, 51073.0, 30029.0, 35777.0, 12280.0, 12266.0, 14815.0, 26243.0, 15505.0, 19652.0, 10499.0]"
69,model.layers.7.mlp.up_proj.weight,"(5767168, 1)",122.6302490234375,59.972877502441406,0.0,255.0,255.0,707188416.0,327958.03125,0.00031176480115391314,0.9996882081031799,"[13055.0, 24909.0, 18572.0, 24156.0, 13218.0, 10919.0, 16406.0, 50575.0, 42438.0, 57280.0, 46839.0, 21872.0, 25510.0, 41806.0, 84481.0, 54936.0, 70256.0, 34308.0, 25355.0, 39749.0, 95504.0, 106152.0, 60544.0, 68091.0, 20931.0, 53481.0, 69767.0, 128207.0, 75677.0, 90839.0, 45091.0, 29663.0, 105659.0, 96148.0, 133491.0, 71743.0, 68473.0, 18035.0, 89331.0, 93754.0, 155618.0, 121119.0, 55118.0, 35706.0, 49269.0, 126299.0, 106830.0, 129931.0, 63740.0, 48778.0, 53989.0, 72580.0, 140067.0, 82360.0, 94040.0, 37352.0, 34255.0, 56757.0, 122723.0, 82648.0, 101501.0, 61866.0, 14920.0, 70249.0, 72186.0, 115827.0, 65413.0, 71230.0, 21242.0, 44449.0, 90274.0, 70305.0, 89566.0, 46594.0, 37262.0, 19975.0, 67484.0, 58825.0, 81006.0, 45576.0, 45568.0, 23071.0, 34402.0, 68650.0, 44930.0, 57552.0, 28228.0, 19141.0, 21365.0, 47260.0, 50486.0, 29462.0, 35024.0, 12113.0, 12258.0, 14698.0, 25886.0, 15458.0, 19178.0, 10288.0]"
70,model.layers.7.mlp.down_proj.weight,"(5767168, 1)",122.58090209960938,59.80753707885742,0.0,255.0,255.0,706898944.0,327678.5,0.0003088170778937638,0.9996911883354187,"[12991.0, 24626.0, 18587.0, 23696.0, 13137.0, 10926.0, 16348.0, 49913.0, 41888.0, 57279.0, 46875.0, 21426.0, 25253.0, 41799.0, 83606.0, 54474.0, 69665.0, 34340.0, 25368.0, 39767.0, 95200.0, 106499.0, 60682.0, 67446.0, 20947.0, 53284.0, 69273.0, 127689.0, 76463.0, 91317.0, 44713.0, 29393.0, 104911.0, 96728.0, 134631.0, 72526.0, 68918.0, 18256.0, 89366.0, 94729.0, 158197.0, 121768.0, 54572.0, 36006.0, 49151.0, 126602.0, 109920.0, 130729.0, 63756.0, 48461.0, 53604.0, 71772.0, 140758.0, 83044.0, 94184.0, 37072.0, 34127.0, 56528.0, 124054.0, 83685.0, 101801.0, 61122.0, 15190.0, 70168.0, 72483.0, 115959.0, 65271.0, 71072.0, 21434.0, 44467.0, 90706.0, 70217.0, 89493.0, 46585.0, 36983.0, 20211.0, 67398.0, 58964.0, 81087.0, 44856.0, 45389.0, 22679.0, 33908.0, 68321.0, 44239.0, 56883.0, 28372.0, 18909.0, 21682.0, 46421.0, 50262.0, 28978.0, 34558.0, 11895.0, 11949.0, 14395.0, 25662.0, 15335.0, 19064.0, 9875.0]"
