tensor_id,layer_name,shannon_entropy,renyi_entropy,tsallis_entropy,local_entropy_mean,local_entropy_std,local_entropy_min,local_entropy_max,residual_entropy,entropy_stability,normalized_entropy,entropy_percentile
41,model.layers.4.mlp.gate_proj.weight,7.76271390914917,7.613166332244873,0.9948924779891968,7.365444017785856,0.06389087424589486,6.389486312866211,7.548705577850342,7.455690860748291,0.0,0.9703392386436462,0.9701492537313433
42,model.layers.4.mlp.up_proj.weight,7.759268760681152,7.606839656829834,0.9948700666427612,7.361452572005377,0.06845709929645014,6.250807762145996,7.538725852966309,7.450506210327148,0.0,0.969908595085144,0.8955223880597015
43,model.layers.4.mlp.down_proj.weight,7.760250091552734,7.608354568481445,0.994875431060791,7.362124700734222,0.06836619152904459,6.711859703063965,7.561582565307617,7.454370498657227,0.0,0.9700312614440918,0.9154228855721394
44,model.layers.4.input_layernorm.weight,5.507187366485596,4.939916133880615,0.9674210548400879,5.65065598487854,0.181770258764612,5.392209053039551,5.8453826904296875,6.235095977783203,0.0,0.6883984208106995,0.1890547263681592
45,model.layers.4.post_attention_layernorm.weight,5.006260871887207,4.3915863037109375,0.9523568153381348,4.882049798965454,0.013970845565236562,4.867218971252441,4.904995918273926,5.231047630310059,0.0,0.6257826089859009,0.07960199004975124
46,model.layers.5.self_attn.q_proj.weight,7.734001159667969,7.560884475708008,0.994704008102417,7.325114406761713,0.14536962717529914,5.946050643920898,7.527806282043457,7.435011863708496,0.0,0.9667501449584961,0.48756218905472637
47,model.layers.5.self_attn.k_proj.weight,7.7043585777282715,7.507701873779297,0.9945051670074463,7.297306432388723,0.15148538405473794,6.043347358703613,7.514411926269531,7.421054363250732,0.0,0.9630448222160339,0.31840796019900497
48,model.layers.5.self_attn.v_proj.weight,7.745311737060547,7.581201553344727,0.9947780966758728,7.350885067135096,0.052770115061222284,7.129390716552734,7.512964248657227,7.446254730224609,0.0,0.9681639671325684,0.6417910447761194
49,model.layers.5.self_attn.o_proj.weight,7.763638019561768,7.614841461181641,0.9948984384536743,7.368394872522913,0.05624918842372915,6.895263671875,7.534914016723633,7.460136413574219,0.0,0.970454752445221,0.9800995024875622
50,model.layers.5.mlp.gate_proj.weight,7.7586140632629395,7.605313301086426,0.9948646426200867,7.358797446951609,0.0886790149480721,5.71234130859375,7.548516273498535,7.455115795135498,0.0,0.9698267579078674,0.8557213930348259
51,model.layers.5.mlp.up_proj.weight,7.754647254943848,7.598052024841309,0.9948387145996094,7.354908080263571,0.09099867824243482,5.668623924255371,7.554059982299805,7.44670295715332,0.0,0.969330906867981,0.7661691542288557
52,model.layers.5.mlp.down_proj.weight,7.756667613983154,7.602352619171143,0.9948540925979614,7.357740044255149,0.07658249410126672,6.393890380859375,7.543860912322998,7.450148582458496,0.0,0.9695834517478943,0.8159203980099502
53,model.layers.5.input_layernorm.weight,5.194990158081055,4.667736053466797,0.9606566429138184,5.466519474983215,0.11413237764017072,5.2783074378967285,5.585996627807617,5.650521278381348,0.0,0.6493737697601318,0.11442786069651742
54,model.layers.5.post_attention_layernorm.weight,5.0490946769714355,4.441280364990234,0.9539699554443359,4.9109742641448975,0.0153951253089561,4.897004127502441,4.937038898468018,5.167173385620117,0.0,0.6311368346214294,0.09950248756218906
55,model.layers.6.self_attn.q_proj.weight,7.724241256713867,7.543423175811768,0.99463951587677,7.321524895960465,0.11343982616810284,6.200754165649414,7.52138614654541,7.428840637207031,0.0,0.9655301570892334,0.40298507462686567
56,model.layers.6.self_attn.k_proj.weight,7.710209369659424,7.519345283508301,0.9945493340492249,7.303441455587745,0.13177367003752607,6.367201805114746,7.517000198364258,7.419048309326172,0.0,0.963776171207428,0.34328358208955223
57,model.layers.6.self_attn.v_proj.weight,7.72698974609375,7.547051906585693,0.9946529865264893,7.3328309757635,0.0599895990794801,7.142338752746582,7.5225911140441895,7.4344587326049805,0.0,0.9658737182617188,0.43283582089552236
58,model.layers.6.self_attn.o_proj.weight,7.755682468414307,7.600889205932617,0.9948488473892212,7.359705270151608,0.05942487742563383,6.662936210632324,7.5534563064575195,7.454504013061523,0.0,0.9694603085517883,0.8009950248756219
59,model.layers.6.mlp.gate_proj.weight,7.756982326507568,7.602507591247559,0.9948546290397644,7.358166900844398,0.07927533790628358,6.004777431488037,7.54319953918457,7.449913024902344,0.0,0.969622790813446,0.8308457711442786
60,model.layers.6.mlp.up_proj.weight,7.7510271072387695,7.592245578765869,0.9948179125785828,7.352762810039249,0.07720783590168241,6.349215984344482,7.557979106903076,7.444033145904541,0.0,0.9688783884048462,0.7014925373134329
61,model.layers.6.mlp.down_proj.weight,7.747104644775391,7.584972858428955,0.9947916865348816,7.344030597331849,0.10937421711793449,6.141719341278076,7.554160118103027,7.441280364990234,0.0,0.9683880805969238,0.6567164179104478
62,model.layers.6.input_layernorm.weight,5.848841667175293,5.32547664642334,0.9750614166259766,5.894880175590515,0.22078881063761505,5.609947681427002,6.212503910064697,6.365072727203369,0.0,0.7311052083969116,0.21393034825870647
63,model.layers.6.post_attention_layernorm.weight,5.251900672912598,4.658151149749756,0.9603943824768066,5.105772256851196,0.04371943764943268,5.063645839691162,5.174423694610596,5.306077003479004,0.0,0.6564875841140747,0.13432835820895522
64,model.layers.7.self_attn.q_proj.weight,7.737771034240723,7.568735122680664,0.9947327375411987,7.339007008704357,0.08727844799071925,6.148231029510498,7.556800842285156,7.44024658203125,0.0,0.9672213792800903,0.5422885572139303
65,model.layers.7.self_attn.k_proj.weight,7.729275226593018,7.554448127746582,0.9946803450584412,7.331174566410482,0.0798645993392847,6.898512840270996,7.4904255867004395,7.4474053382873535,0.0,0.9661594033241272,0.4527363184079602
66,model.layers.7.self_attn.v_proj.weight,7.726187705993652,7.543866157531738,0.9946411848068237,7.330819676630199,0.06216929923591659,7.070786476135254,7.481875419616699,7.436129570007324,0.0,0.9657734632492065,0.4228855721393035
67,model.layers.7.self_attn.o_proj.weight,7.7609734535217285,7.610348701477051,0.9948825240135193,7.365608699386939,0.057171868201651904,6.971453666687012,7.571272850036621,7.457054615020752,0.0,0.9701216816902161,0.9402985074626866
68,model.layers.7.mlp.gate_proj.weight,7.7508368492126465,7.590770721435547,0.9948126077651978,7.345549084584821,0.13080822103980777,5.5204668045043945,7.53607702255249,7.444634914398193,0.0,0.9688546061515808,0.6915422885572139
69,model.layers.7.mlp.up_proj.weight,7.746079444885254,7.581973552703857,0.9947808384895325,7.340843045195057,0.13941651533633198,5.033202171325684,7.537786483764648,7.444706916809082,0.0,0.9682599306106567,0.6517412935323383
70,model.layers.7.mlp.down_proj.weight,7.742191314697266,7.574885845184326,0.9947551488876343,7.335227284538136,0.14248598401971754,5.0473222732543945,7.528984069824219,7.435403347015381,0.0,0.9677739143371582,0.5970149253731343
71,model.layers.7.input_layernorm.weight,5.398897171020508,4.897408962249756,0.9664468765258789,5.531036972999573,0.1542075670265662,5.282468795776367,5.687993049621582,5.898931503295898,0.0,0.6748621463775635,0.15920398009950248
